user_id,top_isbns
12189,"446310786,8476409419,8445071408,345417623,812575482,451208080,2005018,60938412,671621009,345372700"
12220,"8445071408,399135782,2005018,440234743,689821166,60938412,553347594,449005615,1569871213,446310786"
12264,"812575482,8445071408,553347594,60976845,345417623,316748641,553582747,60929790,316769487,966986105"
12272,"449005615,446310786,553582747,8445071408,553347594,439095026,8476409419,425163091,140067477,451410319"
12331,"1879384493,446310786,140067477,8445071408,60929790,1900850303,8401422825,312252617,553582747,553583468"
12343,"786868716,375509038,689821166,1881320189,439095026,316769487,8445071408,3404921038,60938412,679810307"
12512,"1558531025,786868716,451208080,345372700,316769487,2005018,399135782,60914068,345417623,3404921038"
12538,"345372700,449005615,399135782,140067477,60973129,3404921038,679865691,8445071408,425099148,553347594"
12549,"074322678X,679865691,8445071408,60929790,2005018,8445071777,609804618,140067477,553582747,380778556"
12565,"080652121X,1558531025,385336772,316769487,425176428,312252617,2740230,553278398,1879384493,679810307"
12569,"8445071408,8445071777,840734530,553347594,399135782,1558531025,452264464,689821166,380778556,451208080"
12685,"446310786,966986105,1569871213,553347594,8445071408,679865691,399135782,847223973X,380778556,671621009"
12835,"8445071408,1879384493,452264464,553347594,8401422825,425099148,2740230,385336772,140067477,1881320189"
12863,"316769487,446310786,2740230,847223973X,451410319,451166892,385336772,140067477,449005615,1879384493"
12923,"1569871213,1558531025,449005615,8445071408,1879384493,446310786,399135782,609804618,1900850303,8476409419"
12966,"553347594,2005018,385336772,374157065,553582747,451410319,345402871,449005615,8445071408,446310786"
12982,"3404921038,60914068,380778556,449005615,553347594,399135782,452264464,8445071777,684823802,553582747"
13057,"8445071408,345372700,786868716,553583468,1900850303,380715899,2070423204,399135782,964778319,679429220"
13087,"8445071408,449005615,399135782,61099325,316748641,316769487,684823802,553347594,671621009,140067477"
13088,"609804618,8445071408,847223973X,345372700,2740230,679865691,8476409419,375410538,812575482,385336772"
13093,"8445071408,8445071777,074322678X,684823802,689821166,1558531025,2005018,449005615,786868716,2070423204"
13221,"446310786,399135782,451166892,553584383,8445071408,441783589,3404921038,140067477,786868716,385336772"
13273,"786868716,2740230,609804618,446310786,1881320189,553347594,1558531025,451166892,140067477,1900850303"
13479,"8445071408,1900850303,1881320189,345417623,380778556,446310786,1558531025,60976845,074322678X,786868716"
13503,"446310786,786868716,345372700,380778556,671621009,399135782,812575482,966986105,2005018,1879384493"
13552,"8445071408,446310786,786868716,449005615,847223973X,345417623,345372700,1879384493,553347594,439095026"
13582,"446310786,1881320189,964778319,553347594,966986105,60976845,8476409419,2740230,345425294,1558531025"
13594,"966986105,8445071408,1558531025,553347594,140067477,964778319,8445071777,345417623,679810307,449005615"
13600,"316769487,425163091,1841721522,399135782,8445071408,1879384493,1569871213,553582747,964778319,451410319"
13664,"847223973X,8445071408,385336772,1569871213,140067477,60929790,8401422825,316769487,451166892,441783589"
13722,"446310786,8445071408,074322678X,425163091,966986105,786868716,038572179X,812575482,553582747,316769487"
13726,"8445071408,399135782,553347594,449005615,316769487,1879384493,8476409419,60929790,2740230,1569871213"
13850,"8445071408,399135782,8401422825,60973129,609804618,449005615,375509038,140067477,1900850303,1558531025"
13872,"316769487,446310786,8445071408,1841721522,374157065,679865691,385336772,441783589,609804618,345417623"
13891,"316769487,449005615,3404921038,8445071408,1900850303,446310786,1841721522,60168013,60914068,609804618"
13915,"847223973X,966986105,316769487,553583468,8445071408,067976397X,380778556,60168013,3404921038,399135782"
13995,"8445071408,60168013,609804618,553347594,399135782,446310786,847223973X,966986105,451166892,375509038"
14015,"8445071408,375509038,316769487,074322678X,425184226,847223973X,345417623,446310786,1569871213,345372700"
14049,"8445071408,2005018,074322678X,553347594,60168013,446310786,375509038,312252617,8445071777,679865691"
14079,"446310786,553347594,812575482,8445071408,440234743,609804618,399135782,1881320189,441783589,679865691"
14203,"553347594,8445071777,446310786,3404921038,316735736,8476409419,8445071408,609804618,2740230,399135782"
14212,"553347594,966986105,3404921038,786868716,8445071408,671621009,1881320189,679429220,1841721522,385336772"
14288,"345417623,786868716,553347594,1881320189,345372700,074322678X,966986105,439095026,8401422825,451208080"
14326,"1569871213,446310786,451208080,8401422825,399135782,1900850303,840734530,553582747,553584383,609804618"
14336,"8445071408,1879384493,1881320189,446310786,679865691,374157065,1841721522,451410319,2005018,316769487"
14357,"1879384493,446310786,316735736,786868716,60938412,60929790,8445071408,375509038,679429220,553347594"
14374,"786868716,8401422825,8445071408,380778556,316769487,399135782,840734530,074322678X,345402871,1558531025"
14387,"2005018,449005615,345417623,140067477,8445071408,345372700,2740230,446310786,441783589,380778556"
14422,"316769487,60929790,553347594,964778319,446310786,847223973X,553584383,399135782,609804618,689821166"
14449,"966986105,2740230,399135782,8445071408,8401422825,345417623,609804618,60914068,1569871213,60929790"
14456,"380778556,553347594,8445071408,451208080,074322678X,399135782,446310786,316769487,60168013,966986105"
14461,"8445071408,8445071777,449005615,553347594,1881320189,553582747,8401422825,671621009,380778556,380619458"
14521,"446310786,553347594,074322678X,8445071408,1558531025,847223973X,609804618,679865691,60168013,60914068"
14527,"553582747,316769487,446310786,966986105,847223973X,786868716,553347594,8445071408,374157065,60976845"
14535,"2740230,1879384493,8445071408,385336772,60929790,679865691,446310786,399135782,8401422825,375410538"
14667,"812575482,966986105,8476409419,840734530,449005615,684823802,399135782,1558531025,446310786,679810307"
14768,"8445071408,3404921038,812575482,966986105,446310786,2740230,399135782,074322678X,345465083,847223973X"
14801,"8445071408,966986105,399135782,380715899,679429220,786868716,1569871213,140067477,316769487,1879384493"
14827,"345417623,316769487,1558531025,446310786,60976845,847223973X,1879384493,345372700,316735736,2740230"
14998,"8445071408,446310786,374157065,345372700,8401422825,2740230,8445071777,3404921038,684823802,786868716"
15049,"375406328,425099148,1879384493,840734530,449005615,812575482,451410319,446310786,553347594,1841721522"
15053,"8476409419,786868716,553347594,425099148,074322678X,8445071408,316769487,451410319,3404921038,2740230"
15076,"399135782,553347594,3404921038,553582747,2740230,074322678X,8445071408,8445071777,689821166,60168013"
15184,"60976845,1841721522,553584383,1879384493,449005615,553347594,074322678X,8401422825,786868716,312252617"
15185,"553347594,8445071408,684823802,964778319,679865691,8445071777,60976845,812575482,316769487,440223571"
15288,"8445071408,1569871213,60929790,964778319,316769487,553584383,842342702,140067477,074322678X,446310786"
15330,"1558531025,399135782,8445071777,074322678X,374157065,786868716,449005615,425163091,8401422825,316769487"
15408,"316769487,553347594,446310786,60168013,1881320189,1879384493,439095026,074322678X,679865691,842342702"
15418,"8445071408,1569871213,345372700,786868716,449005615,8476409419,345417623,1881320189,3404921038,380778556"
15439,"609804618,399135782,1881320189,60929790,60973129,8476409419,966986105,449005615,553582747,842342702"
15459,"3404921038,8445071408,074322678X,553347594,8401422825,380619458,316748641,1881320189,380778556,609804618"
15497,"385336772,8445071777,8401422825,847223973X,553347594,2740230,140067477,689821166,786868716,316769487"
15523,"446310786,074322678X,8401422825,140067477,8476409419,679865691,1879384493,1558531025,1900850303,440949424"
15720,"446310786,440234743,1879384493,786868716,3404921038,074322678X,345417623,812575482,8401422825,1881320189"
15775,"399135782,60929790,1881320189,375410538,374157065,345372700,3404921038,380778556,609804618,385336772"
15780,"609804618,446310786,374157065,316748641,8476409419,345372700,847223973X,345417623,1900850303,399135782"
15819,"385336772,399135782,8445071408,8401422825,1900850303,380778556,446310786,679429220,440223571,60914068"
15822,"1558531025,446310786,609804618,399135782,966986105,684823802,316735736,964778319,074322678X,8445071408"
15957,"689821166,553347594,1558531025,8445071408,449005615,451166892,374157065,345372700,786868716,316769487"
15982,"446310786,385336772,847223973X,8445071408,074322678X,399135782,380778556,679865691,609804618,316769487"
15993,"3404921038,399135782,316769487,425099148,1881320189,2740230,449005615,451208080,671888587,786868716"
16009,"8476409419,60914068,375500766,8401422825,446310786,1841721522,553584383,345417623,3404921038,380715899"
16010,"553347594,8445071408,446310786,316769487,345417623,786868716,671621009,067176537X,1881320189,60168013"
16034,"385336772,786868716,1881320189,8445071408,2740230,374157065,60976845,140067477,345465083,3404921038"
16086,"399135782,385336772,553347594,1558531025,8445071408,1881320189,312252617,316769487,689821166,609804618"
16090,"446310786,8445071408,8401422825,399135782,60929790,316735736,786868716,425163091,312252617,553583468"
16106,"1569871213,609804618,553583468,385336772,8445071408,786868716,8476409419,1900850303,553347594,399135782"
16130,"8476409419,385336772,553347594,553582747,345417623,449005615,8445071408,399135782,786868716,847223973X"
16151,"1569871213,8445071408,345372700,966986105,553582747,60929790,3404921038,451208080,1558531025,60168013"
16155,"553347594,1569871213,446310786,451166892,449005615,847223973X,60168013,679865691,140067477,399135782"
16231,"8401422825,449005615,446310786,689821166,60929790,399135782,074322678X,1881320189,385336772,671867156"
16263,"8476409419,8445071408,1879384493,2740230,140067477,609804618,840734530,316769487,038572179X,1569871213"
16319,"446310786,966986105,1569871213,553347594,8445071408,374157065,345417623,441783589,380715899,316735736"
16488,"8445071408,312252617,1879384493,2740230,966986105,140067477,847223973X,439095026,345372700,1881320189"
16504,"345372700,385336772,671867156,446310786,399135782,8401422825,140067477,316735736,3404921038,1881320189"
16532,"1558531025,446310786,316735736,786868716,609804618,812575482,8445071408,679429220,451166892,1879384493"
16551,"8445071408,553582747,847223973X,449005615,385336772,609804618,3404921038,399135782,966986105,8445071777"
16601,"446310786,140067477,1558531025,8445071408,380778556,8401422825,679429220,60929790,441783589,425163091"
16634,"316735736,8476409419,399135782,452264464,3404921038,786868716,8401422825,847223973X,8445071408,553584383"
16654,"3404921038,553347594,345417623,316769487,679429220,1881320189,074322678X,449005615,451166892,679865691"
16666,"553347594,609804618,8445071408,452264464,399135782,374157065,380715899,8401422825,1558531025,1879384493"
16673,"449005615,446310786,1879384493,1841721522,316735736,553347594,452264464,3404921038,038572179X,842342702"
16718,"446310786,374157065,1879384493,316769487,385336772,399135782,312252617,140067477,1881320189,553582747"
16721,"8401422825,553347594,441783589,446310786,399135782,8445071777,553582747,3404921038,609804618,60929790"
16777,"8445071408,60929790,553347594,440225701,812575482,440234743,8445071777,609804618,316769487,312252617"
16782,"553347594,786868716,399135782,446310786,449005615,8445071408,425163091,345465083,074322678X,60929790"
16783,"8445071408,385336772,60929790,679429220,446310786,375500766,812575482,964778319,8476409419,451208080"
16791,"385336772,345372700,074322678X,375500766,609804618,375406328,689821166,847223973X,3404921038,8445071777"
16795,"399135782,8445071408,847223973X,449005615,380778556,966986105,8445071777,553582747,3404921038,452264464"
16799,"399135782,1558531025,8445071408,8445071777,609804618,8476409419,385336772,60168013,449005615,3404921038"
16877,"8445071408,1900850303,140067477,60168013,553347594,553583468,446310786,1881320189,609804618,316769487"
16909,"446310786,140067477,553584383,553347594,345372700,60976845,60938412,8476409419,399135782,316735736"
16916,"60929790,847223973X,385336772,316769487,679865691,679810307,3404921038,8445071408,449005615,553582747"
16943,"553347594,966986105,449005615,2740230,446310786,679865691,316769487,399135782,1879384493,140067477"
16999,"8401422825,1879384493,8445071408,679865691,786868716,195153448,1558531025,074322678X,316769487,964778319"
17003,"609804618,8445071408,60929790,399135782,140067477,671621009,1881320189,316735736,553584383,786868716"
17058,"446310786,553347594,345417623,847223973X,60168013,786868716,074322678X,3404921038,441783589,375759778"
17159,"449005615,1879384493,679429220,399135782,679865691,671621009,8445071408,2740230,439095026,60973129"
17172,"1881320189,964778319,553582747,452264464,60168013,786868716,8445071777,966986105,679865691,074322678X"
17183,"446310786,8445071408,316735736,1881320189,3404921038,140067477,2005018,8445071777,60976845,60929790"
17201,"449005615,345372700,8476409419,8445071408,074322678X,966986105,446310786,1879384493,316769487,786868716"
